posting_id,title,company,location,description,posted_date,salary_range,source
JOB00650,Operations Analyst,Todd-Pham Digital,Chennai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Communication Skills, Statistics.","03 September, 2025",₹3L - ₹6L PA,InternshalaSim
JOB00572,Reporting Analyst,Smith Rodriguez and Anderson Digital,"Mumbai, MH","The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with Statistics, Snowflake is a plus.",Jul 2026,₹6L - ₹8L PA,NaukriSim
JOB00740,Junior Data Analyst,Miller Group Digital,remote,"Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong VBA fundamentals encouraged to apply.",13-Mar-2026,"INR 6,00,000 - 9,00,000",NaukriSim
JOB00119,Associate Data Analyst,May-Ross Labs,Gurugram,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",2025-12-03,₹5L - ₹8L PA,InternshalaSim
JOB00524,Product Analyst,Griffin Davies and Mitchell Consulting,Remote,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Looker is a plus.",2026-03-02,,LinkedInSim
JOB00327,BI Analyst,Richards-Carson Labs,Gurugram,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with Azure is a plus.",Oct 2025,Rs 4L to 5L per annum,InternshalaSim
JOB00015,Data Analyst (Fresher),Williams and Sons Consulting,Hyderabad,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Advanced Excel, MySQL is a plus.",19-Jun-2026,,LinkedInSim
JOB00172,Junior Data Analyst,Alvarado Miller and Patterson Labs,Remote,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Stakeholder Management, Tableau fundamentals encouraged to apply.",2026-04-22,6-8 LPA,IndeedSim
JOB00043,Product Analyst,Rodriguez LLC Digital,Remote,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Airflow fundamentals encouraged to apply.",03-Dec-2025,Rs 8L to 10L per annum,LinkedInSim
JOB00134,Operations Analyst,Carroll Sullivan and Bass Analytics,remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Power BI.",15-Oct-2025,Rs 4L to 7L per annum,InternshalaSim
JOB00063,Data Analyst (Fresher),Wright and Sons Softwares,Bengaluru,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Power BI is a plus.",06-Oct-2025,,LinkedInSim
JOB00297,Data Analyst (Fresher),Howard-Jordan Softwares,Chennai,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with Azure is a plus.",18-Jun-2026,₹6L - ₹7L PA,LinkedInSim
JOB00365,Junior Data Analyst,Phillips Wagner and Jordan Systems,New Delhi,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Machine Learning, A/B Testing fundamentals encouraged to apply.","15 January, 2026","INR 3,00,000 - 6,00,000",InternshalaSim
JOB00429,Reporting Analyst,Gilbert PLC Technologies,Chennai,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with Pandas is a plus.",03-Apr-2026,,IndeedSim
JOB00155,Junior Data Analyst,Ramirez Strickland and Washington Technologies,delhi ncr,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Stakeholder Management, Advanced Excel, Google Sheets is a plus.","04 February, 2026",Rs 4L to 5L per annum,InternshalaSim
JOB00602,Associate Data Analyst,Payne-Lowe Softwares,Mumbai,"Associate Data Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Snowflake exposure.",04-Feb-2026,,InternshalaSim
JOB00117,Marketing Data Analyst,Ross LLC Consulting,Mumbai,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong AWS fundamentals encouraged to apply.",01-Sep-2025,"INR 7,00,000 - 8,00,000",NaukriSim
JOB00579,Associate Data Analyst,Mcmillan Fischer and Gonzalez Analytics,remote,"Associate Data Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for GCP, Snowflake exposure.",Oct 2025,₹4L - ₹7L PA,InternshalaSim
JOB00214,Business Analyst,Tapia Vaughn and Lee Digital,Gurugram,"Business Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for dbt, AWS, Data Warehousing exposure.",19-Mar-2026,₹6L - ₹8L PA,LinkedInSim
JOB00425,Reporting Analyst,Welch-Hogan Analytics,"Mumbai, MH","The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with MySQL is a plus.",Oct 2025,,LinkedInSim
JOB00439,Reporting Analyst,Davis-Gregory Softwares,"hyderabad, TG","Reporting Analyst needed for a fast-paced fintech startup. Core stack: Stakeholder Management, Excel, Power BI, SQL. Bonus points for Airflow exposure.",04/04/2026,Rs 5L to 8L per annum,LinkedInSim
JOB00459,Associate Data Analyst,Mckee-Lee Softwares,"hyderabad, TG","Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong ETL fundamentals encouraged to apply.",22/03/2026,Rs 6L to 8L per annum,InternshalaSim
JOB00457,Analytics Associate,Bishop-Goodwin Digital,bangalore,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with Stakeholder Management, Machine Learning is a plus.",29/04/2026,,NaukriSim
JOB00560,Marketing Data Analyst,Anderson-Wood Consulting,bangalore,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",31/10/2025,4-5 LPA,IndeedSim
JOB00011,Marketing Data Analyst,Blair PLC Analytics,noida ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: VBA.",25-May-2026,"INR 6,00,000 - 7,00,000",LinkedInSim
JOB00686,Data Analyst (Fresher),Boyd Gutierrez and Hill Softwares,pune,"We are looking for a Data Analyst (Fresher) to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.","01 December, 2025",₹4L - ₹5L PA,NaukriSim
JOB00013,Data Analyst,Arnold Ltd Analytics,Gurgaon,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with SQL is a plus.",2025-10-04,,InternshalaSim
JOB00082,Data Analyst - Entry Level,Sandoval-Cunningham Systems,Delhi,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.",2025-08-31,₹8L - ₹10L PA,NaukriSim
JOB00484,Data Analyst (Fresher),Mendez and Sons Digital,Delhi,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with GCP is a plus.",Nov 2025,,LinkedInSim
JOB00288,Product Analyst,Morgan-Schwartz Technologies,Mumbai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: MySQL, PostgreSQL, Snowflake.",Oct 2025,₹7L - ₹8L PA,InternshalaSim
JOB00344,Business Analyst,Davis-Lewis Systems,Bangalore,"We are looking for a Business Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",04-May-2026,"INR 8,00,000 - 11,00,000",InternshalaSim
JOB00191,Data Analyst - Entry Level,Reed Group Systems,"Mumbai, MH","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: Looker, Stakeholder Management, PostgreSQL.","04 June, 2026","INR 4,00,000 - 5,00,000",InternshalaSim
JOB00329,Data Analyst,Harvey PLC Technologies,Bengaluru,"Data Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Pandas, Git exposure.",07/10/2025,"INR 6,00,000 - 8,00,000",NaukriSim
JOB00743,Marketing Data Analyst,Lewis Ltd Digital,Pune,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with Azure, PostgreSQL is a plus.",17/12/2025,"INR 5,00,000 - 8,00,000",LinkedInSim
JOB00272,Data Analyst - Entry Level,Suarez Shields and Hill Digital,Gurgaon,"Data Analyst - Entry Level needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Advanced Excel exposure.",09-Feb-2026,"INR 3,00,000 - 6,00,000",LinkedInSim
JOB00078,BI Analyst,Yu Inc Digital,Hyderabad,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with dbt is a plus.",Oct 2025,,InternshalaSim
JOB00626,BI Analyst,Osborn Group Softwares,noida ,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with R, NumPy is a plus.",04/04/2026,,IndeedSim
JOB00721,Associate Data Analyst,Landry Ltd Systems,mumbai ,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",22-Apr-2026,,InternshalaSim
JOB00424,Analytics Associate,Hernandez-Jones Digital,Gurgaon,"Analytics Associate needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Communication Skills exposure.","07 March, 2026",,NaukriSim
JOB00016,Product Analyst,Galloway-Wyatt Labs,Bangalore,"We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",05-Jul-2026,,LinkedInSim
JOB00242,Junior Data Analyst,Larson-Holloway Consulting,Gurgaon,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with SQL is a plus.",27/08/2025,,NaukriSim
JOB00652,Marketing Data Analyst,Marks Miller and Griffin Solutions,Pune,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Advanced Excel, MySQL, NumPy exposure.",26/09/2025,₹5L - ₹7L PA,LinkedInSim
JOB00687,Product Analyst,Fry Hobbs and Buck Analytics,remote,,Jan 2026,7-9 LPA,LinkedInSim
JOB00320,Reporting Analyst,Shaw Nelson and Martin Labs,Hyderabad,"We are looking for a Reporting Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",2026-04-23,"INR 5,00,000 - 8,00,000",InternshalaSim
JOB00060,Data Analyst - Entry Level,Gomez-Jenkins Softwares,New Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Azure, ETL, VBA.",31/05/2026,,IndeedSim
JOB00423,Analytics Associate,Downs Morris and Maddox Systems,bangalore,"We are looking for a Analytics Associate to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",15/07/2026,₹3L - ₹5L PA,IndeedSim
JOB00675,Business Analyst,Hill Ltd Technologies,"Bengaluru, Karnataka","We are looking for a Business Analyst to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",2026-03-30,"INR 8,00,000 - 11,00,000",LinkedInSim
JOB00656,Associate Data Analyst,Wilson-Harris Technologies,mumbai ,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong ETL, MySQL fundamentals encouraged to apply.",2026-05-26,5-6 LPA,NaukriSim
JOB00514,Analytics Associate,Cisneros and Sons Technologies,Pune,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Pandas fundamentals encouraged to apply.",28-May-2026,8-10 LPA,LinkedInSim
JOB00584,Product Analyst,Kirby Wheeler and Romero Analytics,"hyderabad, TG","Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Snowflake, NumPy fundamentals encouraged to apply.",06-Nov-2025,,IndeedSim
JOB00718,Analytics Associate,Jackson-Cortez Analytics,Gurgaon,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Azure.",Dec 2025,,LinkedInSim
JOB00410,BI Analyst,Collier-Gillespie Technologies,Mumbai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Python, Tableau, MySQL.",06/03/2026,8-9 LPA,NaukriSim
JOB00513,Marketing Data Analyst,Sullivan Palmer and Brady Systems,Pune,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: Stakeholder Management, Excel, Power BI, SQL. Bonus points for Data Warehousing, Statistics, PostgreSQL exposure.",2026-01-28,5-8 LPA,LinkedInSim
JOB00664,Junior Data Analyst,Andersen Group Solutions,delhi ncr,"We are looking for a Junior Data Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",04-May-2026,₹8L - ₹9L PA,IndeedSim
JOB00581,Business Analyst,Cook Wells and Bryant Consulting,Gurgaon,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: VBA.",2026-01-08,"INR 5,00,000 - 7,00,000",NaukriSim
